@@,item,itemlabel,startdate,enddate
->,Q111355907,NULL->Thomas Tobbo Eyoum,1996,2001
->,Q111419917,NULL->Edouard Etonde Ekoto,2001,2006
->,Q97162227,Roger Mbassa Ndine,2020-03-04,NULL->2025
