item,name,party,partyLabel,constituency,constituencyLabel,startDate,endDate,gender,psid
Q111340999,Cecilia Dione Epse Njumbe,Q953447,RDPC,,,2020-03-10,,,Q111340999-A0CA7A53-C4E7-414A-A5EA-2F496A70E513
Q111341000,Dague Aïcha Blanche Jacqueline,Q15195678,MDR,,,2020-03-10,,,Q111341000-0B34B4BC-4163-4B2F-BDBD-53F9475107B4
Q111341001,Damdam Marie,Q953447,RDPC,,,2020-03-10,,,Q111341001-892622CA-F895-4534-9545-F63CF96A2CC2
Q111341002,Dimbele Boui,Q953447,RDPC,,,2020-03-10,,,Q111341002-FAF3183B-34E5-4535-AC18-914FCD60E709
Q111341003,Dissake Marguerite Epse Ekoka,Q953447,RDPC,,,2020-03-10,,,Q111341003-B3009D15-2F12-4DBE-807E-6FCCD3F985BF
Q111341004,Djabou Marie Solange,Q953447,RDPC,,,2020-03-10,,,Q111341004-8D965CBA-41FD-4CEE-85C3-B2C0951DEFD2
Q111341005,Djeumeni Benilde,Q1470113,SDF,,,2020-03-10,,,Q111341005-01E9C9E8-892E-4D4B-A0B8-5AD7AB969D39
Q111341006,Djibrilla Kaou,Q953447,RDPC,,,2020-03-10,,,Q111341006-5D080A20-1E1A-422C-8196-776046364551
Q111341010,Djomgoue Paul Eric,Q953447,RDPC,,,2020-03-10,,,Q111341010-464E2FE7-98D5-425A-AE3F-E831F1835CD0
Q111341011,Donald Malomba Esembe,Q953447,RDPC,,,2020-03-10,,,Q111341011-040C8CEC-2338-41EE-B658-0FA26D1C9B94
Q111341012,Dooh Collins Albert Kouoh,Q953447,RDPC,,,2020-03-10,,,Q111341012-3D09B1DF-3FFD-4EF0-AD7D-59CEF4A4C73D
Q111341013,Douvaouissa Aissa Hamadi,Q6979097,UNDP,,,2020-03-10,,,Q111341013-A294DDB3-C3C2-4255-9CBB-1D8417379073
Q111341014,Ebangha Epouse Agbor ntui Johanna,Q953447,RDPC,,,2020-03-10,,,Q111341014-E00D31E4-5FA1-47BC-A557-650C1B0F0906
Q111341015,Ekolle Peters,Q953447,RDPC,,,2020-03-10,,,Q111341015-8C1F3563-5EB2-45B7-83C2-E1C188A61F43
Q111341016,Elise Ndongo Moutome épouse Pokossy Ndoumbe,Q953447,RDPC,,,2020-03-10,,,Q111341016-607B32F9-30E6-4881-B0EC-48D21FEC2033
Q111341017,Emabot Brigitte,Q953447,RDPC,,,2020-03-10,,,Q111341017-D42D0036-64BD-4EEC-BDEC-C73AD47D6D70
Q111341018,Emah Etoundi Vincent De Paul,Q953447,RDPC,,,2020-03-10,,,Q111341018-09BD71E8-172D-4393-B067-3A5C290FFF27
Q111341019,Emah Etoundi Vincent De Paul,Q953447,RDPC,,,2020-03-10,,,Q111341019-AE9A5149-1A33-4A5A-A8E6-83495A710B3E
Q111341020,Essomba Bengono Engelbert Alain,Q953447,RDPC,,,2020-03-10,,,Q111341020-8A767924-9299-465D-AB01-3A15D2FB084B
Q111341021,Essono Francis Lin Mathieu,Q953447,RDPC,,,2020-03-10,,,Q111341021-7F6AD27E-82A2-4951-8F7B-5071DFF42E51
Q111341022,Etong Hilarion,Q953447,RDPC,,,2020-03-10,,,Q111341022-23D0FED1-B833-434B-B916-FC587BA3F43F
Q111341023,Evina Ovambe Bernadette Epse Aboui,Q953447,RDPC,,,2020-03-10,,,Q111341023-A0FBE7DB-E829-4562-9C6A-4196A90FAF4C
Q111341024,Eyoum Minono épouse Epoube Lydienne,Q953447,RDPC,,,2020-03-10,,,Q111341024-98E31E1B-1E15-46A8-A1AC-7304326787BE
Q111341025,Fadimatou Sambo,Q953447,RDPC,,,2020-03-10,,,Q111341025-DC905E9B-D4DE-42D4-AC36-6369AC73DBF6
Q111341026,Fandja Gabriel,Q953447,RDPC,,,2020-03-10,,,Q111341026-294A6223-37ED-48E8-A1EC-3BA8BF58EBEA
Q111341027,Feutheu Jean Claude,Q953447,RDPC,,,2020-03-10,,,Q111341027-6B18CA56-6130-45CC-B3BF-A811816CE15A
Q111341028,Findi Stanley Mokondo,Q953447,RDPC,,,2020-03-10,,,Q111341028-C37DECF8-FF25-486F-9B81-8AB2D319EF61
Q111341029,Fongue Fongouk Julius,Q953447,RDPC,,,2020-03-10,,,Q111341029-FA3DB1AF-05A9-4194-A40E-131AE0A77083
Q111341031,Ghimbop Josephine,Q953447,RDPC,,,2020-03-10,,,Q111341031-C0B7778D-5FF5-47F0-A90E-C8A077787FED
Q111341032,Gonondo Jean,Q953447,RDPC,,,2020-03-10,,,Q111341032-2DF44BD5-82DE-42CB-AB27-664134447DB7
Q111341033,Guiswe Badoma,Q15195678,MDR,,,2020-03-10,,,Q111341033-7A24BD66-B612-4301-8C9A-29334307BA7D
Q111341034,Halia Moussa Moufta,Q953447,RDPC,,,2020-03-10,,,Q111341034-642CD328-4481-4E9E-B03C-6472DE7B5599
Q111341035,Haman Tchiouto,Q953447,RDPC,,,2020-03-10,,,Q111341035-92815CD8-B38C-4BE1-B5FA-D64DEC279305
Q111341036,Harouna Abdoulaye,Q953447,RDPC,,,2020-03-10,,,Q111341036-7677C848-57ED-4C68-8E29-FEC0FD4A7D5A
Q111341037,Harouna Nyako,Q953447,RDPC,,,2020-03-10,,,Q111341037-86CD23D8-0ABC-43F7-AACF-4C2931A28349
Q111341038,Ibrahima Bobbo Bello,Q6979097,UNDP,,,2020-03-10,,,Q111341038-9BD13519-F76A-4F53-8271-DDFD655F2E6B
Q111341039,Injoh Fo’o Ngang Prudencia,Q953447,RDPC,,,2020-03-10,,,Q111341039-B061F373-E64D-4121-A6ED-FC7109A18393
Q111341040,Juimo Monthe Siewe Claude,Q953447,RDPC,,,2020-03-10,,,Q111341040-853B2A0B-FB6B-487B-99B8-C221557EFFFE
Q111341041,Kamssouloum Abba Kabir,Q953447,RDPC,,,2020-03-10,,,Q111341041-9F81B927-4B86-49F2-BEAC-14F17279A18A
Q111341042,Kenfack Sonna Ngueguim Anastasie,Q953447,RDPC,,,2020-03-10,,,Q111341042-C6123B97-1B05-4941-8CC1-F6D92BCCCDF2
Q111341043,Koa Mfeugue Laurentine epouse Mbede,Q953447,RDPC,,,2020-03-10,,,Q111341043-AEA21D79-DB01-4151-8550-2572F8B997D1
Q111341044,Koa Songo,Q953447,RDPC,,,2020-03-10,,,Q111341044-DD5784AC-4FFB-427C-A4B4-1E4668F9D4BB
Q111341045,Kombo Gberi,Q953447,RDPC,,,2020-03-10,,,Q111341045-A251E8D9-A78B-4E6E-82AC-973845099E7B
Q111341046,Kum John,Q953447,RDPC,,,2020-03-10,,,Q111341046-4C80B03C-6199-48C8-B05D-ACBFE81EEA87
Q111341047,Kumase Simon,Q953447,RDPC,,,2020-03-10,,,Q111341047-9DB7B75D-0B88-4270-9F0F-F2A0CEDDF999
Q111341048,Kwarmba Solange,Q953447,RDPC,,,2020-03-10,,,Q111341048-11BE8DA1-0EE7-49D3-83E5-4D5E64E27E3A
Q111341049,Kwei Andrew Mngo,Q953447,RDPC,,,2020-03-10,,,Q111341049-D5C3C69B-2A33-4114-ABBF-4E4DBB153488
Q111341050,Kwemo Pierre,Q111340117,UMS,,,2020-03-10,,,Q111341050-358F34EB-1D03-43F1-A5BD-FF9B88961988
Q111341051,Lawson Tabot Bakia,Q953447,RDPC,,,2020-03-10,,,Q111341051-29CB1CF6-A209-44C2-BFFD-B6B836946711
Q111341052,Libii Li Ngue Ngue Cabral,Q97177912,PCRN,,,2020-03-10,,,Q111341052-8B1E4EA9-8BA8-4173-9B95-E2969165C31F
Q111341053,Lukong Fostine,Q953447,RDPC,,,2020-03-10,,,Q111341053-8A5233D4-9BE4-4E6B-9823-CEDC4932D7C2
Q111341054,Magouo Salome,Q953447,RDPC,,,2020-03-10,,,Q111341054-FA25FE4B-297A-4079-88EF-977D2E3A0F6E
Q111341055,Man Jacqueline Christiane,Q953447,RDPC,,,2020-03-10,,,Q111341055-E2473B2F-937C-4C9E-84C2-AF19BE6BCDDB
Q111341056,Manamourou épouse Silikam,Q953447,RDPC,,,2020-03-10,,,Q111341056-1D9ECE2D-7F40-4786-92EB-830CAE171903
Q111341058,Mandio William Peter,Q953447,RDPC,,,2020-03-10,,,Q111341058-682C684F-02DB-4E3E-A7B6-7220E91A93F4
Q111341059,Manfouo David,Q953447,RDPC,,,2020-03-10,,,Q111341059-D26E37D8-1C85-49BC-ADAE-A270CF43472A
Q111341060,Margaza Alaou Abel Maggi,Q953447,RDPC,,,2020-03-10,,,Q111341060-0D27CAC4-6A6C-40F0-86C5-7BE493BCF0DF
Q111341061,Mariam Goni,Q953447,RDPC,,,2020-03-10,,,Q111341061-5CD1DCDA-8958-44D2-B5D6-B4D8FD5028D3
Q111341062,Mary Muyali Boya épouse Meboka,Q953447,RDPC,,,2020-03-10,,,Q111341062-0AD09997-AEA2-485A-BCF8-D82794944AB4
Q111341063,Mbakam Chouga Guillaume,Q953447,RDPC,,,2020-03-10,,,Q111341063-848A81FB-FC11-4334-8170-A2E8A579F506
Q111341064,Mballa Ngobo Catherine épouse Mfoula,Q953447,RDPC,,,2020-03-10,,,Q111341064-4154F01B-6B04-4E11-A111-2FA77E6277FD
Q111341065,Mbapte Jean-Baptiste,Q953447,RDPC,,,2020-03-10,,,Q111341065-6AEE788C-5A28-4FFE-A4B5-1DA93DE1650C
Q111341066,Mbarga Assembe Luc Roger,Q953447,RDPC,,,2020-03-10,,,Q111341066-9FC77166-EC2D-4C33-8878-2058B24DE365
Q111341067,Mbe Assae Mendomo Theodore,Q953447,RDPC,,,2020-03-10,,,Q111341067-EF6C9362-8412-4E94-B1F0-397A0783B94B
Q111341068,Mbede Pierre Petrus,Q953447,RDPC,,,2020-03-10,,,Q111341068-12DE47DE-B0DA-408B-88E6-E975A1EE7CD8
Q111341069,Mbeyo'o Josue,Q953447,RDPC,,,2020-03-10,,,Q111341069-6AEDD45A-3D55-47F0-B9FD-C8B7A55EBF79
Q111341070,Mbongyor Naomi Ngando,Q953447,RDPC,,,2020-03-10,,,Q111341070-331C447A-6131-401F-BC1C-CEAB029780A3
Q111341071,Mbouangouere Rainatou Epse Mongwat,Q3550257,UDC,,,2020-03-10,,,Q111341071-5EF21D3F-AB6A-4F44-B385-5E28689E3BAE
Q111341072,Mbuwir Tobias,Q953447,RDPC,,,2020-03-10,,,Q111341072-40142529-7BC8-4ABE-9964-23F6B77BD9DE
Q111341073,Mekongo Helene épouse Atangana,Q953447,RDPC,,,2020-03-10,,,Q111341073-2E7E7A0B-9D26-47B5-A1C6-8BD0FE710480
Q111341074,Melingui Roger,Q953447,RDPC,,,2020-03-10,,,Q111341074-E0161AA4-9F5F-4B0E-8EA6-77070F5016A4
Q111341075,Memouna Mahamat,Q953447,RDPC,,,2020-03-10,,,Q111341075-B7367FCE-9005-4F35-BC75-443C557B96EA
Q111341076,Mengue Mezui Germain Durand,Q953447,RDPC,,,2020-03-10,,,Q111341076-5623E012-74A6-4DEA-93E5-6B8E9F93D3B6
Q111341077,Mohamadou Mahdi,Q953447,RDPC,,,2020-03-10,,,Q111341077-6F27B44E-6340-46A8-9A55-32BEC2321EC8
Q111341079,Moth Samuel Dieudonne,Q953447,RDPC,,,2020-03-10,,,Q111341079-23EEB2ED-ABF3-40FA-AAE6-A35A865DF6B9
Q111341080,Moumini Oumarou,Q953447,RDPC,,,2020-03-10,,,Q111341080-8455B6B0-4B2C-4ECE-966D-E8CED16B051E
Q111341081,Moussous Lississou,Q953447,RDPC,,,2020-03-10,,,Q111341081-15A4F457-4B90-427B-909A-2A73586A458E
Q111341082,Moutymboh Rosette Julienne Epse Ayayi,Q953447,RDPC,,,2020-03-10,,,Q111341082-69533267-A2D3-4E1E-8249-72A68765DB35
Q111341083,Mpon Francois Xavier,Q953447,RDPC,,,2020-03-10,,,Q111341083-7D5AED7E-04D0-4100-804A-44DADC08A49E
Q111341084,N'nolo épouse Onobiono Marie Suzanne,Q953447,RDPC,,,2020-03-10,,,Q111341084-B2833E35-02FC-4920-ACB2-3487AAF2D16F
Q111341085,Nanga Marthe épouse Menana,Q953447,RDPC,,,2020-03-10,,,Q111341085-BA3F94B6-BE26-48D7-858C-D3FBB5091F0A
Q111341086,Nanga Mefant Berthe Epse Owono,Q953447,RDPC,,,2020-03-10,,,Q111341086-C9A95A77-9D9D-41F6-B323-DE418C05FE02
Q111341087,Ndam,Q3550257,UDC,,,2020-03-10,,,Q111341087-F641EE8B-FDDD-4F67-BAC4-2AAC59D856A6
Q111341088,Ndjip Bienvenu,Q97177912,PCRN,,,2020-03-10,,,Q111341088-4B56EDD2-EB94-4AC6-8AAC-DFBC4C77F373
Q111341089,Ndongho Clement,Q953447,RDPC,,,2020-03-10,,,Q111341089-025CC99F-8312-4451-B01D-C9FB4B7A80E0
Q111341090,Ndongo Essomba Jean Bernard,Q953447,RDPC,,,2020-03-10,,,Q111341090-EEA77AF4-2C32-4A4A-A687-573FBC685FD3
Q111341091,Ndongo Eteme Edgard,Q953447,RDPC,,,2020-03-10,,,Q111341091-6793A529-46DE-490C-8013-45D5B6C5358D
Q111341092,Ndzie Frank Eric,Q953447,RDPC,,,2020-03-10,,,Q111341092-A3CAF302-1F6B-45B6-A4E6-A5DBCED537C9
Q111341093,Nestus Fru Manju,Q953447,RDPC,,,2020-03-10,,,Q111341093-8B49C159-274E-4A14-9F78-4E4AA77093F0
Q111341095,Ngaba Zogo Salome,Q953447,RDPC,,,2020-03-10,,,Q111341095-0144A1E6-0FAA-4B2B-AD38-58FD35554DDA
Q111341096,Ngah Estella Shala,Q953447,RDPC,,,2020-03-10,,,Q111341096-52140709-D508-44C6-8046-97FF674FF6BF
Q111341097,Ngahane,Q953447,RDPC,,,2020-03-10,,,Q111341097-F491495D-DB5D-460F-B149-01F8D30A0092
Q111341098,Ngala Gerard Ndombang,Q953447,RDPC,,,2020-03-10,,,Q111341098-BAABF301-D96C-4B64-BFB2-8609224C4E00
Q111341100,Ngalle Daniel Etongo,Q953447,RDPC,,,2020-03-10,,,Q111341100-F41FEA90-E013-4C75-8CAB-DE8C479017D3
Q111341101,Ngantcha Louis Henri,Q953447,RDPC,,,2020-03-10,,,Q111341101-283E4C72-F85F-43D8-8507-0272DEE7C0FD
Q111341102,Ngbanbaye Antoinette,Q953447,RDPC,,,2020-03-10,,,Q111341102-07610D07-6BD9-4CCB-904E-13FEC8E7AA3D
Q111341103,Ngnegue Simon,Q953447,RDPC,,,2020-03-10,,,Q111341103-5D190976-E241-4C59-8724-CD0A58316831
Q111341106,Ngo Issi Rolande Adele,Q97177912,PCRN,,,2020-03-10,,,Q111341106-193226A2-A5A5-43AD-94D1-7ACE566E4E17
Q111341107,Ngoko Mambe Marie Louise,Q953447,RDPC,,,2020-03-10,,,Q111341107-C1501A28-9E03-4C0B-BFA7-C7AF5932C210
Q111341108,Nguenkam Epse Tchouaga Marie-Louise,Q111340117,UMS,,,2020-03-10,,,Q111341108-5076A71E-6A0E-4389-9355-0C95E9E5D6B0
Q111341109,Nikina Pierre,Q953447,RDPC,,,2020-03-10,,,Q111341109-4E8BF2DE-3A7E-4331-AE46-BAB0B90C5437
Q111341110,Njingum Musa Mbutoh,Q953447,RDPC,,,2020-03-10,,,Q111341110-2B65369D-DD93-4AE3-8B78-93F627E6840E
Q111341111,Njong Evaristus Ndim,Q1470113,SDF,,,2020-03-10,,,Q111341111-9F8F301C-0724-451F-88DE-4A7E33EED42E
Q111341347,Njume Peter Ambang,Q953447,RDPC,,,2020-03-10,,,Q111341347-DF92645A-CCE8-42D8-B783-85ADC2E7E486
Q111341348,Oumoul Koultchoumi épouse Ahidjo Mohamadou,Q6979097,UNDP,,,2020-03-10,,,Q111341348-ACD6255B-D86B-4CAC-B1B6-FBAC032C732D
Q111341349,Ousmanou Aman Sa' Aly,Q111340112,FSNC,,,2020-03-10,,,Q111341349-D89A4601-4A55-4891-9D59-D579439560D0
Q111341350,Ousmanou Dawaï,Q953447,RDPC,,,2020-03-10,,,Q111341350-E4E0B4DC-194F-4E5B-826B-9DB7BED85F52
Q111341351,Pongoh Emmanuel,Q953447,RDPC,,,2020-03-10,,,Q111341351-A56A4949-93A2-4FC8-9FF8-3C9809E1CFD1
Q111341352,Prince Mikody Ange Gilbert,Q953447,RDPC,,,2020-03-10,,,Q111341352-42CC906C-127C-43A0-8DD0-991ED2A3178F
Q111341353,Salamana Amadou Ali Ii,Q111340112,FSNC,,,2020-03-10,,,Q111341353-197C1644-E382-45A3-968E-00DC6C946B2E
Q111341354,Salomon Douvogo,Q953447,RDPC,,,2020-03-10,,,Q111341354-1DF8CFC4-3BCA-4CA9-939C-98CDA65CD2E0
Q111341355,Sambo Galdima,Q953447,RDPC,,,2020-03-10,,,Q111341355-169FAF4F-7A2F-4AE2-847A-552FAC838A08
Q111341356,Saraou Bernadette,Q953447,RDPC,,,2020-03-10,,,Q111341356-7E228427-42CE-4AEC-A3C1-8258F2F5693E
Q111341357,Saya Kaigama,Q953447,RDPC,,,2020-03-10,,,Q111341357-EA77C9C5-4ADA-44C3-A8B9-478F0BB71348
Q111341358,Sime Pierre,Q953447,RDPC,,,2020-03-10,,,Q111341358-F054B2CC-599D-4D5E-A6C2-CEEE4985D558
Q111341359,Soppo Toute Marlyse,Q953447,RDPC,,,2020-03-10,,,Q111341359-8AC3DAA1-459F-4E07-9E68-05D81EAA43C9
Q111341360,Tabouli Celestin,Q953447,RDPC,,,2020-03-10,,,Q111341360-8C90078C-E08B-4EFA-B6B2-28506F31714E
Q111341361,Tak Bienvenu,Q953447,RDPC,,,2020-03-10,,,Q111341361-D8C25E73-9873-4F2C-B174-ED42457C8BC4
Q111341362,Tanefo Jean Marie,Q953447,RDPC,,,2020-03-10,,,Q111341362-A2545564-F98C-4AD1-8E2B-BE5686D487AB
Q111341363,Tassi Evelyne Chantal Denise Epse Ayissi,Q953447,RDPC,,,2020-03-10,,,Q111341363-E44F3B4A-8A40-4A9C-9980-01F3B232D5EC
Q111341364,Tchagna Jaqueline Reve Angeline,Q953447,RDPC,,,2020-03-10,,,Q111341364-2BB62520-E90D-46E2-BC15-4C0944140587
Q111341365,Tchende Mahama,Q953447,RDPC,,,2020-03-10,,,Q111341365-ECF8152D-C803-42E3-991E-29BC674B62A8
Q111341367,Tekoura Paul Blaise,Q953447,RDPC,,,2020-03-10,,,Q111341367-9092A316-322A-4E12-847F-51D8C737EE76
Q111341368,Teku Tanyi Teku,Q953447,RDPC,,,2020-03-10,,,Q111341368-F4F80CB2-A9FE-451D-B414-3E2E9C195869
Q111341369,Tikobau Pierre Marie,Q953447,RDPC,,,2020-03-10,,,Q111341369-1CB8F354-26EF-42D6-A46B-110FBF88B7D4
Q111341370,Tombi Ikome Gladys,Q953447,RDPC,,,2020-03-10,,,Q111341370-974E4A7F-750F-473F-999D-83641EE75A21
Q111341371,Toukam Angele Tela,Q953447,RDPC,,,2020-03-10,,,Q111341371-1999957D-6A1D-423D-AB47-F6F5AFF4D71D
Q111341372,Tsingang Flobert,Q1470113,SDF,,,2020-03-10,,,Q111341372-081076DD-86C8-4EC8-9574-180275F342A1
Q111341373,Wa Mathurin Martial,Q953447,RDPC,,,2020-03-10,,,Q111341373-AA0C612B-9FE5-405A-B58D-C32621529137
Q111341374,Wainachi Nentoh Honourine,Q1470113,SDF,,,2020-03-10,,,Q111341374-C0DE8AC9-41A6-4609-805D-A0A2D0AEB13F
Q111341375,Wallang Richard,Q953447,RDPC,,,2020-03-10,,,Q111341375-2046870B-8B18-44AC-8641-BC67587ECCD5
Q111341376,Yacouba Yaya,Q953447,RDPC,,,2020-03-10,,,Q111341376-360FB7C0-D40D-489C-886B-0CBCD315B0DE
Q111341377,Yaouba Alhadji,Q6979097,UNDP,,,2020-03-10,,,Q111341377-A97B76E5-092B-4321-B6A2-A5466F6B1107
Q111341379,Yaya Doumba Marius,Q953447,RDPC,,,2020-03-10,,,Q111341379-9FE313B6-96CA-4D4C-ABF9-26BA1E3A4624
Q111341380,Yebga Judith Sama Epse Mouokuio,Q953447,RDPC,,,2020-03-10,,,Q111341380-FEB337AB-D8B0-45D2-8176-07F479055FB1
Q111341381,Youmo Nkoupit Adamou,Q3550257,UDC,,,2020-03-10,,,Q111341381-F9F32900-2F1E-471A-B654-76A02844CE01
Q111341382,Zam Jean Jacques Noël,Q953447,RDPC,,,2020-03-10,,,Q111341382-4EFE7019-06ED-48E2-9F08-F2AAA3B42B57
Q111341383,Zondol Herssesse,Q953447,RDPC,,,2020-03-10,,,Q111341383-727068FC-333A-426F-9357-E2EC83DC0E69
Q15713969,Jean-Michel Nintcheu,Q1470113,SDF,,,2020-03-10,,male,Q15713969-A9857082-4540-419E-A7ED-7A6EFC96969D
Q18414272,Hamadou Sali,Q953447,RDPC,,,2020-03-10,,male,Q18414272-A9CF31F7-C611-4661-8B59-235CEA5A2D23
Q21866844,Roger Nkodo Dang,Q953447,RDPC,,,2020-03-10,,male,Q21866844-0D73967C-CF83-47AC-8638-F124671D04C8
Q23001643,Albert Kouinche,Q953447,RDPC,,,2020-03-10,,male,Q23001643-F5A9A701-7D3F-4300-8D34-DB9B876B4422
Q38459914,Joshua Osih,,,,,2013,,male,Q38459914-8ad210dc-4a54-410e-b4e3-d53d7190e75b
Q39156537,Hermine Patricia Tomaino Ndam Njoya,Q3550257,UDC,,,2020-03-10,,female,Q39156537-8CEDB313-2FB9-4A55-BBD3-1FBE3D0E6900
Q4160254,Cavaye Yeguié Djibril,Q953447,RDPC,,,2020-03-10,,male,Q4160254-8AE1E809-9400-4574-8300-66F220C66C24
Q95511969,Nourane Moluh Hassana,Q97177912,PCRN,,,2020-03-10,,female,Q95511969-E0C93FD7-308E-4E57-B7B2-3A764CA0334C
