position,title
Q111419928,Mayor of Yaoundé
Q93609631,Mayor of Douala
Q111396017,ambassador to Algeria
Q111396105,ambassador to Belgium
Q111396088,ambassador to Brazil
Q111396061,ambassador to Canada
Q111396031,ambassador to the Central African Republic
Q111395570,ambassador to Chad
Q111396027,ambassador to China
Q111396003,ambassador to Egypt
Q111395994,ambassador to Equatorial Guinea
Q111395989,ambassador to Ethiopia
Q111395964,ambassador to France
Q111395573,ambassador to Gabon
Q111395812,ambassador to Germany
Q111395806,ambassador to the Holy See
Q111386457,ambassador to Israel
Q111395802,ambassador to Italy
Q111395783,ambassador to Japan
Q111395771,ambassador to Liberia
Q111395749,ambassador to Morocco
Q111396550,ambassador to the Netherlands
Q111395734,ambassador to Nigeria
Q111395703,ambassador to Russia
Q111395675,ambassador to Saudi Arabia
Q111395660,ambassador to Senegal
Q111395644,ambassador to South Africa
Q111395595,ambassador to Spain
Q111395591,ambassador to Switzerland
Q111395583,ambassador to Tunisia
Q111395568,ambassador to Turkey
Q111395565,ambassador to the United Kingdom
Q30590246,ambassador to the United States
Q111392260,Permanent Representative to the United Nations
Q111392260,Permanent Representative to the United Nations at Geneva
Q111386432,ambassador of Cameroon
Q111396451,Member of the Constitutional Council
